# Id	Level	Super-class	RefName
5.6.51	3	Engineering	Manufacturing engineering
5.6.52	3	Engineering	Marine propulsion|Marine engineering
5.6.53	3	Engineering	Mass transfer
5.6.54	3	Engineering	Mechatronics
5.6.55	3	Engineering	Nanoengineering
5.6.56	3	Engineering	Offshore construction|Ocean engineering
5.6.57	3	Engineering	Optical engineering
5.6.58	3	Engineering	Robotics
5.6.59	3	Engineering	Thermodynamics
5.7	2	Professions	Environmental studies and forestry
5.7.1	3	Environmental studies and forestry	Environmental management
5.7.1.1	4	Environmental management	Coastal management
5.7.1.2	4	Environmental management	Fisheries management
5.7.1.3	4	Environmental management	Land management
5.7.1.4	4	Environmental management	Natural resource management
5.7.1.5	4	Environmental management	Wildlife management
5.7.2	3	Environmental studies and forestry	Environmental policy
5.7.3	3	Environmental studies and forestry	Recreation ecology
5.7.4	3	Environmental studies and forestry	Silviculture
5.7.5	3	Environmental studies and forestry	Sustainability studies
5.7.5.1	4	Sustainability studies	Sustainable development
5.7.6	3	Environmental studies and forestry	Toxicology
5.8	2	Professions	Family and consumer science
5.8.1	3	Family and consumer science	Consumer education
5.8.2	3	Family and consumer science	Housing
5.8.3	3	Family and consumer science	Interior design
5.8.4	3	Family and consumer science	Nutrition
5.8.4.1	4	Nutrition	Foodservice|Foodservice management
5.8.5	3	Family and consumer science	Textile
5.9	2	Professions	Human physical performance and recreation
5.9.1	3	Human physical performance and recreation	Biomechanics
5.9.2	3	Human physical performance and recreation	Sports coaching
5.9.3	3	Human physical performance and recreation	Dance
5.9.4	3	Human physical performance and recreation	Ergonomics
5.9.5	3	Human physical performance and recreation	Physical fitness
5.9.5.1	4	Physical fitness	aerobics
5.9.5.2	4	Physical fitness	Personal trainer
5.9.6	3	Human physical performance and recreation	Game design
5.9.7	3	Human physical performance and recreation	Exercise physiology
5.9.8	3	Human physical performance and recreation	Kinesiology
5.9.9	3	Human physical performance and recreation	Leisure studies
5.9.10	3	Human physical performance and recreation	Physical education
5.9.11	3	Human physical performance and recreation	Sociology of sport
5.9.12	3	Human physical performance and recreation	Sexology
5.9.13	3	Human physical performance and recreation	sportscasting
5.9.14	3	Human physical performance and recreation	Sport management
5.9.14.1	4	Sport management	Athletic Administration|Athletic director
5.9.15	3	Human physical performance and recreation	Sport psychology
5.9.16	3	Human physical performance and recreation	Sports medicine
5.9.16.1	4	Sports medicine	Athletic training
5.9.17	3	Human physical performance and recreation	Toy|Toy and amusement design
5.10	2	Professions	Journalism, media studies and communication
5.10.1	3	Journalism, media studies and communication	Journalism
5.10.1.1	4	Journalism	Broadcast journalism
5.10.1.2	4	Journalism	Literary journalism
5.10.1.3	4	Journalism	New media|New media journalism
5.10.1.4	4	Journalism	Print journalism
5.10.1.5	4	Journalism	sportscasting
5.10.2	3	Journalism, media studies and communication	Media studies
5.10.2.1	4	Media studies	Newspaper
5.10.2.2	4	Media studies	Magazine
5.10.2.3	4	Media studies	Radio
5.10.2.4	4	Media studies	Television
5.10.2.4.1	5	Television	Television studies
5.10.2.5	4	Media studies	Internet
5.10.3	3	Journalism, media studies and communication	Communication studies
5.10.3.1	4	Communication studies	Advertising
5.10.3.2	4	Communication studies	Animal communication
5.10.3.3	4	Communication studies	Communication design
5.10.3.4	4	Communication studies	Environmental communication
5.10.3.5	4	Communication studies	Information theory
5.10.3.6	4	Communication studies	Cross-cultural communication|Intercultural communication
5.10.3.7	4	Communication studies	Marketing
5.10.3.8	4	Communication studies	Mass communication
5.10.3.9	4	Communication studies	Nonverbal communication
5.10.3.10	4	Communication studies	Organizational communication
5.10.3.11	4	Communication studies	Propaganda
5.10.3.12	4	Communication studies	Public relations
5.10.3.13	4	Communication studies	Speech communication
5.10.3.14	4	Communication studies	Technical writing
5.10.3.15	4	Communication studies	Translation
5.11	2	Professions	[[Law]]
5.11.1	3	[[Law]]	Canon law
5.11.2	3	[[Law]]	Comparative law
5.11.3	3	[[Law]]	Constitutional law
5.11.4	3	[[Law]]	Competition law
5.11.5	3	[[Law]]	Criminal law
5.11.5.1	4	Criminal law	Criminal procedure
5.11.5.2	4	Criminal law	Criminal justice
5.11.5.2.1	5	Criminal justice	Police science
5.11.5.2.2	5	Criminal justice	Forensic science
5.11.6	3	[[Law]]	Sharia|Islamic law
5.11.7	3	[[Law]]	Jewish law
5.11.8	3	[[Law]]	Jurisprudence
5.11.9	3	[[Law]]	Civil law (common law)|Civil law
5.11.9.1	4	Civil law (common law)|Civil law	Admiralty law
5.11.9.2	4	Civil law (common law)|Civil law	Animal law
5.11.9.3	4	Civil law (common law)|Civil law	Corporations
5.11.9.4	4	Civil law (common law)|Civil law	Civil procedure
5.11.9.5	4	Civil law (common law)|Civil law	Contract law
5.11.9.6	4	Civil law (common law)|Civil law	Environmental law
5.11.9.7	4	Civil law (common law)|Civil law	International law
5.11.9.8	4	Civil law (common law)|Civil law	Labor law
5.11.9.9	4	Civil law (common law)|Civil law	Paralegal|Paralegal studies
5.11.9.10	4	Civil law (common law)|Civil law	Property law
5.11.9.11	4	Civil law (common law)|Civil law	Tax law
5.11.9.12	4	Civil law (common law)|Civil law	Tort law
5.12	2	Professions	Library and museum studies
5.12.1	3	Library and museum studies	Archival science
5.12.2	3	Library and museum studies	Bibliometrics
5.12.2.1	4	Bibliometrics	Citation analysis
5.12.3	3	Library and museum studies	Conservation science (cultural heritage)|Conservation science
5.12.4	3	Library and museum studies	Informatics (academic field)|Informatics
5.12.5	3	Library and museum studies	Information architecture
5.12.6	3	Library and museum studies	Museology
5.12.6.1	4	Museology	Arts administration|Museum administration
5.13	2	Professions	Medicine
5.13.1	3	Medicine	Clinical laboratory sciences
5.13.1.1	4	Clinical laboratory sciences	Clinical biochemistry
5.13.1.2	4	Clinical laboratory sciences	Cytogenetics
5.13.1.3	4	Clinical laboratory sciences	Cytohematology
5.13.1.4	4	Clinical laboratory sciences	cell biology|Cytology
5.13.1.5	4	Clinical laboratory sciences	Haemostasiology
5.13.1.6	4	Clinical laboratory sciences	Histology
5.13.1.7	4	Clinical laboratory sciences	Clinical immunology
5.13.1.8	4	Clinical laboratory sciences	Clinical microbiology
5.13.1.9	4	Clinical laboratory sciences	Molecular genetics
5.13.1.10	4	Clinical laboratory sciences	Parasitology
5.13.2	3	Medicine	Clinical Physiology
5.13.3	3	Medicine	Dentistry
5.13.3.1	4	Dentistry	Dental hygienist|Dental hygiene
5.13.3.2	4	Dentistry	Dental surgery
5.13.3.3	4	Dentistry	Endodontics
5.13.3.4	4	Dentistry	Orthodontics
5.13.3.5	4	Dentistry	Oral and maxillofacial surgery
5.13.3.6	4	Dentistry	Periodontics
5.13.3.7	4	Dentistry	Prosthodontics
5.13.3.8	4	Dentistry	Dental implant|Implantology
5.13.4	3	Medicine	Health informatics
5.13.5	3	Medicine	Nursing
5.13.5.1	4	Nursing	Nursing theory
5.13.6	3	Medicine	Midwifery|Midwifery-Obstetrics
5.13.7	3	Medicine	Nutrition
5.13.8	3	Medicine	Optometry
5.13.9	3	Medicine	Orthoptics
5.13.10	3	Medicine	Physiotherapy
5.13.11	3	Medicine	Occupational therapy
5.13.12	3	Medicine	Speech and language pathology
5.13.13	3	Medicine	Internal medicine
5.13.13.1	4	Internal medicine	Preventive medicine
5.13.13.2	4	Internal medicine	Cardiology
5.13.13.3	4	Internal medicine	Dermatology
5.13.13.4	4	Internal medicine	Pulmonology
5.13.13.4.1	5	Pulmonology	Medical toxicology
5.13.13.5	4	Internal medicine	Endocrinology
5.13.13.6	4	Internal medicine	Gastroenterology
5.13.13.6.1	5	Gastroenterology	Hepatology
5.13.13.7	4	Internal medicine	Oncology
5.13.13.8	4	Internal medicine	Geriatrics
5.13.13.9	4	Internal medicine	Gynaecology
5.13.13.10	4	Internal medicine	Hematology
5.13.13.11	4	Internal medicine	Infectious disease
5.13.13.12	4	Internal medicine	Nephrology
5.13.13.13	4	Internal medicine	Neurology
5.13.13.14	4	Internal medicine	Neurosurgery
5.13.13.15	4	Internal medicine	Obstetrics
5.13.13.16	4	Internal medicine	Ophthalmology
5.13.13.17	4	Internal medicine	Orthopedic surgery
5.13.13.17.1	5	Orthopedic surgery	Hand surgery
5.13.13.17.2	5	Orthopedic surgery	Foot and ankle surgery
5.13.13.17.3	5	Orthopedic surgery	Sports medicine
5.13.13.17.4	5	Orthopedic surgery	Joint replacement
5.13.13.17.5	5	Orthopedic surgery	Shoulder surgery
5.13.13.18	4	Internal medicine	Otolaryngology
5.13.13.19	4	Internal medicine	Pathology
5.13.13.20	4	Internal medicine	Pediatrics
5.13.14	3	Medicine	Pharmacy
5.13.15	3	Medicine	Pharmaceutical sciences
5.13.16	3	Medicine	Physical fitness
5.13.16.1	4	Physical fitness	aerobics
5.13.16.2	4	Physical fitness	Personal fitness training
5.13.16.3	4	Physical fitness	Kinesiology
5.13.17	3	Medicine	Podiatry
5.13.18	3	Medicine	Primary care
5.13.18.1	4	Primary care	General practice
5.13.19	3	Medicine	Psychiatry
5.13.19.1	4	Psychiatry	Addiction medicine
5.13.20	3	Medicine	Psychology
5.13.20.1	4	Psychology	Behavioral medicine
5.13.20.2	4	Psychology	Clinical psychology
5.13.20.3	4	Psychology	Health psychology
5.13.20.4	4	Psychology	Medical psychology
5.13.20.5	4	Psychology	Counseling psychology
5.13.21	3	Medicine	Public health
5.13.22	3	Medicine	Radiology
5.13.23	3	Medicine	Recreation therapy
5.13.24	3	Medicine	Rehabilitation medicine
5.13.25	3	Medicine	Respiratory medicine
5.13.25.1	4	Respiratory medicine	Pulmonology
5.13.25.2	4	Respiratory medicine	Sleep medicine
5.13.26	3	Medicine	Respiratory therapy
5.13.27	3	Medicine	Rheumatology
5.13.28	3	Medicine	Sports medicine
5.13.29	3	Medicine	Surgery
5.13.29.1	4	Surgery	Bariatric surgery
5.13.29.2	4	Surgery	Cardiothoracic surgery
5.13.29.3	4	Surgery	Neurosurgery
5.13.29.4	4	Surgery	Plastic surgery
5.13.29.5	4	Surgery	Traumatology
5.13.30	3	Medicine	Urology
5.13.30.1	4	Urology	Andrology
5.13.31	3	Medicine	Veterinary medicine
5.14	2	Professions	Military sciences
5.14.1	3	Military sciences	Amphibious warfare
5.14.2	3	Military sciences	Artillery
5.14.3	3	Military sciences	Battlespace
5.14.3.1	4	Battlespace	Aerial warfare|Air
5.14.3.2	4	Battlespace	Information warfare|Information
5.14.3.3	4	Battlespace	Ground warfare|Land
5.14.3.4	4	Battlespace	Naval warfare|Sea
5.14.3.5	4	Battlespace	Space warfare|Space
5.14.4	3	Military sciences	Military campaign|Campaigning
5.14.5	3	Military sciences	Military engineering
5.14.6	3	Military sciences	Doctrine
5.14.7	3	Military sciences	Game theory
5.14.7.1	4	Game theory	Containment
5.14.7.2	4	Game theory	Economic warfare
5.14.7.3	4	Game theory	Military science
5.14.7.4	4	Game theory	Philosophy of war
5.14.7.5	4	Game theory	Strategic studies
5.14.7.6	4	Game theory	Total war
5.14.8	3	Military sciences	Leadership
5.14.9	3	Military sciences	Military logistics|Logistics
5.14.9.1	4	Military logistics|Logistics	Materiel
5.14.9.2	4	Military logistics|Logistics	Military supply chain management|Supply chain management
5.14.10	3	Military sciences	Military history
5.14.10.1	4	Military history	Prehistoric warfare|Prehistoric
5.14.10.2	4	Military history	Ancient warfare|Ancient
5.14.10.3	4	Military history	Medieval warfare|Medieval
5.14.10.4	4	Military history	Early modern warfare|Early modern
5.14.10.5	4	Military history	Industrial warfare|Industrial
5.14.10.6	4	Military history	Modern warfare|Modern
5.14.10.7	4	Military history	Fourth-generation warfare
5.14.11	3	Military sciences	Military intelligence
5.14.12	3	Military sciences	Military law
5.14.13	3	Military sciences	Military medicine
5.14.14	3	Military sciences	Naval science
5.14.14.1	4	Naval science	Naval engineering
5.14.14.2	4	Naval science	Naval tactics
5.14.14.3	4	Naval science	Naval architecture
5.14.14.4	4	Naval science	Command and control
5.14.14.5	4	Naval science	Doctrine
5.14.14.6	4	Naval science	Military education and training|Education and training
5.14.14.7	4	Naval science	Military engineering|Engineers
5.14.14.8	4	Naval science	Military intelligence|Intelligence
5.14.14.9	4	Naval science	Military rank|Ranks
5.14.14.10	4	Naval science	Staff (military)|Staff
5.14.14.11	4	Naval science	Military technology|Technology and equipment
5.14.15	3	Military sciences	Strategy
5.14.15.1	4	Strategy	Attrition warfare|Attrition
5.14.15.2	4	Strategy	Military deception|Deception
5.14.15.3	4	Strategy	Strategic defence|Defensive
5.14.15.4	4	Strategy	Offensive (military)|Offensive
5.14.15.5	4	Strategy	Counter-offensive
5.14.15.6	4	Strategy	Strategic goal (military)|Goal
5.14.15.7	4	Strategy	Naval strategy|Naval
5.14.16	3	Military sciences	Military tactics|Tactics
5.14.16.1	4	Military tactics|Tactics	Air combat manoeuvring|Aerial
5.14.16.2	4	Military tactics|Tactics	Battle
5.14.16.3	4	Military tactics|Tactics	Cavalry tactics|Cavalry
5.14.16.4	4	Military tactics|Tactics	Charge (warfare)|Charge
5.14.16.5	4	Military tactics|Tactics	Cover (military)|Cover
5.14.16.6	4	Military tactics|Tactics	Counter-attack
5.14.16.7	4	Military tactics|Tactics	Counter-insurgency
5.14.16.8	4	Military tactics|Tactics	Defensive fighting position|Foxhole
5.14.16.9	4	Military tactics|Tactics	Guerrilla warfare
5.14.16.10	4	Military tactics|Tactics	Morale
5.14.16.11	4	Military tactics|Tactics	Naval tactics
5.14.16.12	4	Military tactics|Tactics	Siege
5.14.16.13	4	Military tactics|Tactics	Tactical objective
5.14.16.14	4	Military tactics|Tactics	Trench warfare
5.14.17	3	Military sciences	Weapon|Military weapons
5.14.17.1	4	Weapon|Military weapons	Armoured warfare|Armor
5.14.17.2	4	Weapon|Military weapons	Artillery
5.14.17.3	4	Weapon|Military weapons	Biological warfare|Biological
5.14.17.4	4	Weapon|Military weapons	Cavalry
5.14.17.5	4	Weapon|Military weapons	Conventional warfare|Conventional
5.14.17.6	4	Weapon|Military weapons	Chemical warfare|Chemical
5.14.17.7	4	Weapon|Military weapons	Cyberweapon|Cyber
5.14.17.8	4	Weapon|Military weapons	Electronic warfare|Electronic
5.14.17.9	4	Weapon|Military weapons	Infantry
5.14.17.10	4	Weapon|Military weapons	Nuclear warfare|Nuclear
5.14.17.11	4	Weapon|Military weapons	Psychological warfare|Psychological
5.14.17.12	4	Weapon|Military weapons	Unconventional warfare|Unconventional
5.14.18	3	Military sciences	Other Military
5.14.18.1	4	Other Military	Asymmetric warfare
5.14.18.2	4	Other Military	Cold war (general term)
5.14.18.3	4	Other Military	Mercenary
5.14.18.4	4	Other Military	Military campaign
5.14.18.5	4	Other Military	Military operation
5.14.18.6	4	Other Military	Network-centric warfare
5.14.18.7	4	Other Military	Principles of war
5.14.18.8	4	Other Military	Proxy war
5.14.18.9	4	Other Military	Religious war
5.14.18.10	4	Other Military	Theater (warfare)
5.14.18.11	4	Other Military	War crime
5.15	2	Professions	Public administration
5.15.1	3	Public administration	Corrections
5.15.2	3	Public administration	Conservation biology
5.15.3	3	Public administration	Criminal justice
5.15.4	3	Public administration	Emergency management
5.15.5	3	Public administration	Fire safety
5.15.6	3	Public administration	Fire ecology
5.15.7	3	Public administration	Government|Governmental affairs
5.15.8	3	Public administration	international relations|International affairs
5.15.9	3	Public administration	Peace and conflict studies
5.15.10	3	Public administration	Police science
5.15.11	3	Public administration	Policy studies
5.15.11.1	4	Policy studies	Policy analysis
5.15.12	3	Public administration	Public administration
5.15.12.1	4	Public administration	Nonprofit|Nonprofit administration
5.15.12.2	4	Public administration	Non-governmental organization|Non-governmental organization (NGO) administration
5.15.12.3	4	Public administration	Public policy doctrine
5.15.12.4	4	Public administration	Public policy school
5.15.12.5	4	Public administration	Regulation
5.15.13	3	Public administration	Public policy (law)|Public policy
5.15.13.1	4	Public policy (law)|Public policy	Agricultural policy|Agricultural
5.15.13.2	4	Public policy (law)|Public policy	Commercial policy|Commercial
5.15.13.3	4	Public policy (law)|Public policy	Cultural policy|Cultural
5.15.13.4	4	Public policy (law)|Public policy	Domestic policy|Domestic
5.15.13.5	4	Public policy (law)|Public policy	Drug policy|Drug
5.15.13.5.1	5	Drug policy|Drug	Drug policy reform|Drug reform
5.15.13.6	4	Public policy (law)|Public policy	Economic policy|Economic
5.15.13.6.1	5	Economic policy|Economic	Fiscal policy|Fiscal
5.15.13.6.2	5	Economic policy|Economic	Incomes policy|Incomes
5.15.13.6.3	5	Economic policy|Economic	Industrial policy|Industrial
5.15.13.6.4	5	Economic policy|Economic	Investment policy|Investment
5.15.13.6.5	5	Economic policy|Economic	Monetary policy|Monetary
5.15.13.6.6	5	Economic policy|Economic	Tax policy|Tax
5.15.13.7	4	Public policy (law)|Public policy	Education policy|Education
5.15.13.8	4	Public policy (law)|Public policy	Energy policy|Energy
5.15.13.8.1	5	Energy policy|Energy	Nuclear energy policy|Nuclear energy
5.15.13.8.2	5	Energy policy|Energy	Renewable energy policy|Renewable energy
5.15.13.9	4	Public policy (law)|Public policy	Environmental policy|Environmental
5.15.13.10	4	Public policy (law)|Public policy	Food policy|Food
5.15.13.11	4	Public policy (law)|Public policy	Foreign policy|Foreign
5.15.13.12	4	Public policy (law)|Public policy	Health policy|Health
5.15.13.12.1	5	Health policy|Health	Pharmaceutical policy|Pharmaceutical
5.15.13.12.2	5	Health policy|Health	Vaccination policy|Vaccination
5.15.13.13	4	Public policy (law)|Public policy	Housing policy|Housing
5.15.13.14	4	Public policy (law)|Public policy	Immigration policy|Immigration
5.15.13.15	4	Public policy (law)|Public policy	Knowledge policy|Knowledge
5.15.13.16	4	Public policy (law)|Public policy	Language policy|Language
5.15.13.17	4	Public policy (law)|Public policy	Military policy|Military
5.15.13.18	4	Public policy (law)|Public policy	Science policy|Science
5.15.13.18.1	5	Science policy|Science	Climate change policy|Climate change
5.15.13.18.2	5	Science policy|Science	Stem cell research policy|Stem cell
5.15.13.18.3	5	Science policy|Science	Space policy|Space
5.15.13.18.4	5	Science policy|Science	Technology policy|Technology
5.15.13.19	4	Public policy (law)|Public policy	Social policy|Social
5.15.13.20	4	Public policy (law)|Public policy	List of public policy topics by country|Public policy by country
5.16	2	Professions	[[Social work]]
5.16.1	3	[[Social work]]	Child welfare
5.16.2	3	[[Social work]]	Community practice
5.16.2.1	4	Community practice	Community organizing
5.16.2.2	4	Community practice	Social policy
5.16.3	3	[[Social work]]	Corrections
5.16.4	3	[[Social work]]	Gerontology
5.16.5	3	[[Social work]]	Medical social work
5.16.6	3	[[Social work]]	Mental health
5.16.7	3	[[Social work]]	School social worker|School social work
5.17	2	Professions	Transportation
5.17.1	3	Transportation	Highway safety
5.17.2	3	Transportation	Infographics
5.17.3	3	Transportation	Intermodal passenger transport|Intermodal transportation studies
5.17.4	3	Transportation	Marine transportation
5.17.4.1	4	Marine transportation	Port management
5.17.5	3	Transportation	Operations research
5.17.6	3	Transportation	Mass transit
